# limit = 26.0166
#
# x           y           z           vx          vy          vz          s           m
 1.9151e-01  2.3893e+00 -4.4874e-01  5.6443e+00  5.7500e+00 -1.3669e+01  1.5867e+01  1.0000e+00
-3.3010e-02  1.2060e+00  6.0153e-01  2.3463e+01  9.0516e+00  2.9780e+00  2.5324e+01  1.0000e+00
 2.5736e+01  1.2124e+00  5.0382e+00  3.3974e+01  2.0926e+00  6.6428e+00  3.4680e+01  1.0000e+00
-2.4850e-01  1.2567e+00  1.8547e-01  1.3501e+01 -1.6602e+01 -4.8472e+00  2.1940e+01  1.0000e+00
-2.1848e+01  8.2258e+00  1.3079e+01 -2.9240e+01  1.0834e+01  1.7251e+01  3.5636e+01  1.0000e+00
 9.5387e+00 -2.9312e+00  2.7059e+01  1.2998e+01 -3.5435e+00  3.6176e+01  3.8603e+01  1.0000e+00
 1.3663e+00 -2.1995e+01 -1.5186e+01  1.3744e+00 -2.9217e+01 -1.9958e+01  3.5410e+01  1.0000e+00
 9.8899e-02  9.9610e-01  3.6328e-01  1.6698e+01 -1.1254e+01  1.4678e+01  2.4919e+01  1.0000e+00
-3.4500e+01  2.5176e+01  7.8097e+01 -4.5547e+01  3.3390e+01  1.0464e+02  1.1890e+02  1.0000e+00
 5.7267e+01 -3.0715e+01  1.4975e+00  1.1448e+02 -6.2004e+01  3.0410e+00  1.3022e+02  1.0000e+00
 2.8961e+00  4.3778e+00  2.6292e+00 -7.8054e-01  1.6783e+00  1.3874e-01  1.8562e+00  1.0000e+00
-6.9336e-02  6.6515e-01  4.3471e-01 -1.1043e+00  5.2232e-01  5.0159e+00  5.1626e+00  1.0000e+00
-7.6174e-01  3.6323e+00  8.9498e-01  2.7412e+00 -2.2394e+00  2.9044e+00  4.5787e+00  1.0000e+00
 6.0606e+00  1.8274e+00 -7.3749e-01  4.2052e+00  2.7025e+00  5.8474e-01  5.0328e+00  1.0000e+00
 1.8942e+00 -1.3531e+00  4.5447e-01  1.8154e-01  8.0802e-01 -1.1954e+00  1.4542e+00  1.0000e+00
-8.5797e+00 -1.5865e+00 -6.4484e+00 -9.1326e+00 -6.0543e-01 -7.2521e+00  1.1678e+01  1.0000e+00
 1.5763e+01 -1.6490e+01 -1.8908e+01  2.0991e+01 -2.2041e+01 -2.5451e+01  3.9676e+01  1.0000e+00
-5.4842e-02  2.0151e-01  3.0367e-01 -1.6652e+00  8.0069e+00  2.7115e+00  8.6160e+00  1.0000e+00
-7.9915e-02  9.7205e-01  6.0047e-01  9.8483e+00  1.0722e+01 -1.1869e+00  1.4607e+01  1.0000e+00
 5.4771e+01  4.4440e+01 -1.9224e+01  7.3441e+01  5.8889e+01 -2.5204e+01  9.7451e+01  1.0000e+00
