# limit = 14.0993
#
# x           y           z           vx          vy          vz          s           m
 1.1179e-01 -1.8358e+00 -4.5866e-01 -3.3879e+00  3.8473e+00  5.4966e+00  7.5161e+00  1.0000e+00
 5.3895e-03  5.9725e-01  3.3698e-02 -2.3712e+00 -1.8629e+01 -1.5735e+00  1.8845e+01  1.0000e+00
 1.4383e+01  5.3949e-01  2.8152e+00  3.4378e+01  1.9360e+00  6.7500e+00  3.5088e+01  1.0000e+00
-2.4984e-01  8.2491e-01  2.8898e-01  6.5610e+00 -6.2672e+00 -3.1674e+01  3.2948e+01  1.0000e+00
-1.2093e+01  4.6088e+00  7.3214e+00 -2.9534e+01  1.0948e+01  1.7435e+01  3.6001e+01  1.0000e+00
 5.2164e+00 -1.7346e+00  1.4996e+01  1.3011e+01 -3.6812e+00  3.6441e+01  3.8869e+01  1.0000e+00
 8.8576e-01 -1.2232e+01 -8.5167e+00  1.5492e+00 -2.9625e+01 -2.0206e+01  3.5893e+01  1.0000e+00
 1.4431e-01 -5.9843e-02 -2.6312e-01  5.9650e+00 -7.1534e+00 -4.3819e+00  1.0293e+01  1.0000e+00
-1.9354e+01  1.4075e+01  4.3312e+01 -4.5547e+01  3.3390e+01  1.0464e+02  1.1890e+02  1.0000e+00
 1.9197e+01 -1.0096e+01  4.8639e-01  1.1457e+02 -6.2057e+01  3.0438e+00  1.3034e+02  1.0000e+00
 2.6930e+00  3.3636e+00  2.2573e+00  2.1512e+00  4.5614e+00  2.2134e+00  5.5075e+00  1.0000e+00
-3.9415e-02  7.3531e-01  1.1068e-01  1.2555e+01  1.3176e+01  1.9552e+01  2.6712e+01  1.0000e+00
-9.5914e-01  1.8817e+00 -2.8786e-01 -3.8778e+00  1.5142e+01  1.9691e+00  1.5754e+01  1.0000e+00
 4.1163e+00  8.7217e-01 -8.2000e-01  7.9718e+00  3.0823e+00 -2.5488e-01  8.5507e+00  1.0000e+00
 7.2097e-01 -1.4420e-02  6.3887e-01  9.8450e+00 -1.1639e+01  2.8546e+00  1.5509e+01  1.0000e+00
-5.3383e+00 -7.9065e-01 -4.2771e+00 -1.1188e+01 -2.5634e+00 -7.0078e+00  1.3448e+01  1.0000e+00
 8.7593e+00 -9.1396e+00 -1.0423e+01  2.1178e+01 -2.2206e+01 -2.5637e+01  3.9986e+01  1.0000e+00
