# limit = 13.3606
#
# x           y           z           vx          vy          vz          s           m
 1.8237e-01 -1.9077e+00 -5.7180e-01 -3.3094e+00  2.9811e+00  5.2407e+00  6.8778e+00  1.0000e+00
-2.3875e-01  9.2642e-01  1.6896e-01  1.9783e+01 -8.7417e+00 -5.4641e+00  2.2308e+01  1.0000e+00
 1.3658e+01  4.9885e-01  2.6729e+00  3.4426e+01  1.9211e+00  6.7617e+00  3.5136e+01  1.0000e+00
-2.5868e-01  4.7839e-01  5.4137e-01  1.3324e+00  1.3514e+01  3.7747e-01  1.3585e+01  1.0000e+00
-1.1470e+01  4.3781e+00  6.9538e+00 -2.9569e+01  1.0962e+01  1.7457e+01  3.6045e+01  1.0000e+00
 4.9423e+00 -1.6569e+00  1.4227e+01  1.3015e+01 -3.6974e+00  3.6476e+01  3.8905e+01  1.0000e+00
 8.5291e-01 -1.1607e+01 -8.0907e+00  1.5697e+00 -2.9671e+01 -2.0236e+01  3.5949e+01  1.0000e+00
 4.0262e-04  1.4556e-01 -1.3377e-01  7.6672e+00 -1.3105e+01 -8.3204e+00  1.7314e+01  1.0000e+00
-1.8394e+01  1.3372e+01  4.1106e+01 -4.5547e+01  3.3390e+01  1.0464e+02  1.1890e+02  1.0000e+00
 1.6782e+01 -8.7877e+00  4.2225e-01  1.1460e+02 -6.2070e+01  3.0456e+00  1.3036e+02  1.0000e+00
 2.6453e+00  3.2652e+00  2.2090e+00  2.3839e+00  4.7880e+00  2.3798e+00  5.8542e+00  1.0000e+00
-3.4978e-01  4.7769e-01 -1.0175e-01  1.2522e+01  8.5780e+00 -7.9139e-01  1.5199e+01  1.0000e+00
-8.5906e-01  1.5370e+00 -3.1628e-01 -5.8008e+00  1.7700e+01  5.6157e-01  1.8635e+01  1.0000e+00
 3.9444e+00  8.0689e-01 -8.1357e-01  8.3478e+00  3.1147e+00 -3.5719e-01  8.9171e+00  1.0000e+00
 4.7954e-01  2.5625e-01  5.6040e-01  1.3583e+01 -1.4315e+01  4.8675e+00  2.0325e+01  1.0000e+00
-5.1013e+00 -7.3680e-01 -4.1281e+00 -1.1313e+01 -2.5493e+00 -7.1401e+00  1.3618e+01  1.0000e+00
 8.3128e+00 -8.6711e+00 -9.8828e+00  2.1201e+01 -2.2226e+01 -2.5660e+01  4.0024e+01  1.0000e+00
-1.5647e-01  7.9368e-01 -6.7747e-02 -5.2092e+00  1.6000e+01 -1.2255e+01  2.0816e+01  1.0000e+00
-1.7751e-01  7.4891e-01  2.9165e-01  1.0631e+01 -2.6386e+00  1.2552e+01  1.6660e+01  1.0000e+00
 2.8806e+01  2.3617e+01 -1.0314e+01  7.3457e+01  5.8924e+01 -2.5218e+01  9.7488e+01  1.0000e+00
-3.1901e-01  4.3623e-01  1.2399e-01 -1.7809e+00 -1.9580e+01  6.0606e+00  2.0574e+01  1.0000e+00
-2.6330e-01  7.9140e-01  1.1773e-01  2.0473e+01  1.2302e+01 -1.4174e+01  2.7774e+01  1.0000e+00
-1.5877e+00 -1.4169e+00  3.0311e+00 -9.1077e+00 -1.3046e+01  1.7796e+01  2.3871e+01  1.0000e+00
-6.1811e+00  1.1613e+01 -1.1817e+01 -1.5999e+01  3.0655e+01 -3.0639e+01  4.6200e+01  1.0000e+00
