# limit = 28.7974
#
# x           y           z           vx          vy          vz          s           m
 5.0834e-01  2.6539e+00 -1.3259e+00  3.2123e+00  1.8496e+00 -9.7880e+00  1.0466e+01  1.0000e+00
 4.7601e-01  1.3409e+00 -4.9343e-02 -6.6824e+00 -1.7660e+00 -7.2498e+00  1.0017e+01  1.0000e+00
 2.8306e+01  1.3716e+00  5.5403e+00  3.3930e+01  2.1164e+00  6.6283e+00  3.4637e+01  1.0000e+00
 3.3639e-01  1.1168e+00  8.5396e-01 -4.1732e+00  8.1348e+00  3.5398e+00  9.8041e+00  1.0000e+00
-2.4057e+01  9.0452e+00  1.4383e+01 -2.9205e+01  1.0821e+01  1.7229e+01  3.5593e+01  1.0000e+00
 1.0521e+01 -3.1986e+00  2.9794e+01  1.2998e+01 -3.5277e+00  3.6147e+01  3.8574e+01  1.0000e+00
 1.4695e+00 -2.4204e+01 -1.6696e+01  1.3536e+00 -2.9168e+01 -1.9929e+01  3.5352e+01  1.0000e+00
-1.7973e-01  1.1047e+00  5.6760e-01 -1.7164e+01  9.9371e+00 -1.3346e+01  2.3905e+01  1.0000e+00
-3.7947e+01  2.7702e+01  8.6013e+01 -4.5547e+01  3.3390e+01  1.0464e+02  1.1890e+02  1.0000e+00
 6.5926e+01 -3.5404e+01  1.7276e+00  1.1448e+02 -6.2004e+01  3.0410e+00  1.3022e+02  1.0000e+00
 2.8144e+00  4.4820e+00  2.6236e+00 -1.3781e+00  1.0735e+00 -2.8998e-01  1.7708e+00  1.0000e+00
-1.7577e-01  1.7207e+00  1.3465e-01 -3.9078e+00  6.7544e+00 -4.3085e+00  8.9138e+00  1.0000e+00
-5.3326e-01  3.3274e+00  1.0674e+00  3.2485e+00 -5.9865e+00  1.5264e+00  6.9801e+00  1.0000e+00
 6.3567e+00  2.0295e+00 -6.8928e-01  3.6322e+00  2.6392e+00  6.8714e-01  4.5421e+00  1.0000e+00
 1.8611e+00 -1.2271e+00  3.6608e-01 -1.0552e+00  2.5093e+00 -1.1386e+00  2.9507e+00  1.0000e+00
-9.2818e+00 -1.6415e+00 -6.9840e+00 -9.3649e+00 -8.2674e-01 -6.9332e+00  1.1681e+01  1.0000e+00
 1.7352e+01 -1.8155e+01 -2.0832e+01  2.0969e+01 -2.2021e+01 -2.5429e+01  3.9639e+01  1.0000e+00
-1.6237e-01  1.8039e+00  3.5265e-01 -1.0490e+00  1.9359e+01 -1.7994e+00  1.9471e+01  1.0000e+00
-2.4230e-01  1.1731e+00  2.6273e-01 -5.0215e+00 -1.1717e+01  1.4554e+01  1.9347e+01  1.0000e+00
 6.0327e+01  4.8896e+01 -2.1130e+01  7.3441e+01  5.8889e+01 -2.5204e+01  9.7451e+01  1.0000e+00
-3.7587e-01  1.1958e+00  7.4967e-01  1.2395e+01  9.9139e+00 -1.0143e+00  1.5904e+01  1.0000e+00
 2.2182e-02  2.5234e+00  4.0547e-01  3.6394e+00 -4.3273e+00  1.6288e+00  5.8842e+00  1.0000e+00
-5.1824e+00 -6.5461e+00  1.0034e+01 -8.0552e+00 -1.1475e+01  1.5658e+01  2.1017e+01  1.0000e+00
-1.3022e+01  2.4717e+01 -2.4907e+01 -1.5905e+01  3.0451e+01 -3.0426e+01  4.5891e+01  1.0000e+00
-9.2745e-01  2.7849e+01 -1.2312e+01 -1.2374e+00  3.3679e+01 -1.4801e+01  3.6808e+01  1.0000e+00
-6.7345e+00  4.0097e+00 -9.9873e+00 -7.7858e+00  5.2996e+00 -9.7576e+00  1.3562e+01  1.0000e+00
 8.7342e+00 -2.1764e+01  4.1161e+00  9.9953e+00 -2.6161e+01  4.7412e+00  2.8404e+01  1.0000e+00
 5.9220e+01 -1.5511e+01 -5.7135e+01  7.5256e+01 -1.9839e+01 -7.2627e+01  1.0645e+02  1.0000e+00
 1.7112e+00 -3.4096e+01 -4.4969e+01  2.1728e+00 -4.2131e+01 -5.5562e+01  6.9763e+01  1.0000e+00
 3.7121e-02  1.4635e+00  1.2575e-01  9.3949e+00  1.0170e+01 -1.0041e+01  1.7104e+01  1.0000e+00
-5.3255e-01  1.2080e+00  5.9624e-01  1.7042e+00 -1.1379e+01 -1.8651e+00  1.1656e+01  1.0000e+00
-3.4812e-01  1.2273e+00  3.5299e-01 -1.4936e+01 -1.1885e+01  7.7088e+00  2.0585e+01  1.0000e+00
-8.1017e-02  1.2649e+00  7.0513e-02  1.8566e+01 -3.3022e+00  1.1602e+01  2.2141e+01  1.0000e+00
 1.4022e-01  8.9128e-01  4.2683e-01 -5.6258e+00 -6.8845e+00 -1.0215e+00  8.9493e+00  1.0000e+00
-3.6722e-01  1.6128e+00  1.2543e-01  2.8782e+00 -6.1190e+00 -1.4068e+01  1.5609e+01  1.0000e+00
 2.0260e-01  1.8671e+00  9.2842e-01  6.0968e+00  3.5293e+00 -2.7380e+00  7.5580e+00  1.0000e+00
-6.8338e-01  8.5962e-01  8.7660e-01 -2.1213e+01 -1.1153e+00  1.0367e+01  2.3637e+01  1.0000e+00
-2.3395e+01  4.4818e+01 -5.6242e+01 -2.8528e+01  5.4672e+01 -6.7946e+01  9.1758e+01  1.0000e+00
-3.7611e-01  7.6664e-01  9.3177e-01 -5.4446e+00 -3.6319e-01 -1.5422e+01  1.6359e+01  1.0000e+00
 1.6660e+01 -3.6615e+00  1.4038e+01  1.9374e+01 -4.0676e+00  1.6425e+01  2.5723e+01  1.0000e+00
 8.5633e+00  8.0535e+00  1.3025e+00  7.8394e+00  7.8222e+00  2.0312e+00  1.1259e+01  1.0000e+00
 2.7269e+00  1.1785e+00 -9.3364e-01 -4.4763e+00  1.1538e+00 -1.2126e-01  4.6242e+00  1.0000e+00
-3.9096e-02  1.0341e+00  1.6143e-01  1.1523e+01  1.5869e+01 -3.4981e+00  1.9921e+01  1.0000e+00
 3.4497e+00 -9.9561e+00  3.2461e+01  4.3056e+00 -1.1974e+01  3.9522e+01  4.1520e+01  1.0000e+00
 3.1516e+01  1.5198e+01  2.5138e+00  3.8703e+01  1.8516e+01  3.1351e+00  4.3018e+01  1.0000e+00
 2.2832e+00 -1.9950e+01  3.3466e+00  3.2371e+00 -2.3476e+01  4.1460e+00  2.4058e+01  1.0000e+00
-7.2580e-01  1.3305e+00  4.3991e-01  1.1689e+01 -8.2420e+00  5.0589e+00  1.5171e+01  1.0000e+00
 2.0618e+00  1.6753e-01  6.6552e-01 -6.2009e+00  8.7272e+00  2.8800e+00  1.1086e+01  1.0000e+00
 1.3314e+01 -5.1532e+00  6.1284e+00  1.4175e+01 -5.3952e+00  7.0017e+00  1.6705e+01  1.0000e+00
-5.9042e-01  1.7733e+00  4.0386e-01  2.6783e+00 -3.3329e-01 -2.4056e+00  3.6155e+00  1.0000e+00
 5.9942e-01  1.1386e+00  4.6836e-02  1.2080e+01  9.4566e-01 -1.5890e+00  1.2221e+01  1.0000e+00
-1.6709e-01  1.3280e+00  2.6955e-01 -1.5209e+00 -1.3807e+01 -7.4024e+00  1.5739e+01  1.0000e+00
-3.7523e+00 -5.8648e+00  6.0373e+00 -2.9980e+00 -4.4307e+00  5.0915e+00  7.3853e+00  1.0000e+00
 4.7169e-01  4.0231e-01 -8.4636e-01  7.1077e+00 -4.2481e+00 -1.2214e+01  1.4756e+01  1.0000e+00
 4.5657e-01  6.1878e+00  6.2152e+00  2.1670e+00  1.3032e+01  1.3989e+01  1.9241e+01  1.0000e+00
-1.9934e-01  8.0868e-01  6.3308e-01  4.8524e+00 -4.9283e+00  1.0511e+01  1.2583e+01  1.0000e+00
-1.4729e-01  1.2991e+00  2.0266e-01  7.1373e+00 -3.2125e+00  2.9197e+00  8.3538e+00  1.0000e+00
 1.7148e-01  6.7198e-01  7.7569e-01  4.8846e+00 -6.4006e+00  1.3130e+01  1.5402e+01  1.0000e+00
-2.4293e-01  1.3676e+00  5.6968e-01 -1.2594e+01 -7.0682e+00  6.4937e+00  1.5835e+01  1.0000e+00
 7.7061e+00 -4.3204e+00  2.3093e+01  8.9728e+00 -5.3924e+00  2.7603e+01  2.9521e+01  1.0000e+00
-6.6861e-01  1.3313e+00  7.1835e-01 -2.5496e+00 -3.5298e-01 -5.7346e+00  6.2857e+00  1.0000e+00
-4.7815e+00 -8.4177e+00  3.7935e+00 -7.0576e+00 -1.4146e+01  5.6831e+00  1.6799e+01  1.0000e+00
 1.4481e+01  1.4567e+00 -6.9622e+00  1.7883e+01  1.9621e+00 -8.5098e+00  1.9902e+01  1.0000e+00
-1.3225e-01  1.0268e+00  8.4002e-01 -4.3808e+00  1.1755e+01 -9.0721e+00  1.5481e+01  1.0000e+00
-4.6496e-02  4.1825e+00  5.6124e-01  2.3441e+00  4.7001e+00  1.0783e+00  5.3618e+00  1.0000e+00
 4.3543e-01  9.8511e-01  4.0313e-01  8.2811e+00  6.6925e+00 -7.3701e+00  1.2949e+01  1.0000e+00
-1.3466e-01  1.1668e+00 -8.0375e-02  5.2574e+00  2.4753e+00  6.4869e+00  8.7090e+00  1.0000e+00
-3.7164e-02  1.4505e+00 -2.5744e-02  1.2464e+01  7.3806e+00 -1.6590e+01  2.2024e+01  1.0000e+00
-1.1200e-01  1.6084e+00  5.5253e-01  1.1758e+00 -2.2039e+00 -9.2581e+00  9.5891e+00  1.0000e+00
-1.2754e-01  7.5766e-01  5.7505e-01 -2.8890e+00 -1.4937e+01  7.2832e+00  1.6867e+01  1.0000e+00
 2.7899e+01  3.0170e+00  5.0603e+00  3.3802e+01  3.3186e+00  6.0622e+00  3.4502e+01  1.0000e+00
-3.2382e-01  1.2765e+00  3.0215e-01  9.5898e-01  1.0852e+01 -6.7851e+00  1.2835e+01  1.0000e+00
 8.4308e-01  1.1309e+00  7.0857e-01  2.8700e+00  8.5682e+00 -3.8942e+00  9.8395e+00  1.0000e+00
-1.8952e-01  9.7244e-01 -7.5994e-01  2.1077e+00  2.7571e+00 -3.7944e+00  5.1422e+00  1.0000e+00
-1.8611e-01  8.6243e-01  2.7917e-01 -5.0162e-01  8.3588e+00  2.0631e+00  8.6242e+00  1.0000e+00
-4.5443e-01  1.3280e+00  4.9480e-01  1.0727e+01 -2.1372e+00  2.7225e-01  1.0941e+01  1.0000e+00
