# limit = 10.688
#
# x           y           z           vx          vy          vz          s           m
 4.1876e-01 -2.0225e+00 -9.3009e-01 -2.9155e+00  8.8570e-02  4.1980e+00  5.1118e+00  1.0000e+00
 1.0067e-01  5.1377e-01 -1.0786e-01 -2.2161e-03 -2.8163e+00  3.6695e+00  4.6257e+00  1.0000e+00
 1.1047e+01  3.5581e-01  2.1595e+00  3.4649e+01  1.8594e+00  6.8149e+00  3.5361e+01  1.0000e+00
-2.9430e-01  7.6575e-01  2.4792e-01  9.3910e+00  7.8310e+00 -2.6145e+00  1.2504e+01  1.0000e+00
-9.2277e+00  3.5466e+00  5.6301e+00 -2.9733e+01  1.1027e+01  1.7563e+01  3.6250e+01  1.0000e+00
 3.9573e+00 -1.3747e+00  1.1463e+01  1.3037e+01 -3.7719e+00  3.6646e+01  3.9078e+01  1.0000e+00
 7.3088e-01 -9.3557e+00 -6.5553e+00  1.6635e+00 -2.9884e+01 -2.0373e+01  3.6206e+01  1.0000e+00
-4.8066e-01  1.4794e+00  8.2314e-01  2.1606e+00 -8.6393e+00 -4.9667e+00  1.0197e+01  1.0000e+00
-1.4950e+01  1.0846e+01  3.3193e+01 -4.5557e+01  3.3391e+01  1.0467e+02  1.1893e+02  1.0000e+00
 8.1101e+00 -4.0909e+00  1.9141e-01  1.1476e+02 -6.2158e+01  3.0573e+00  1.3055e+02  1.0000e+00
 2.4303e+00  2.8694e+00  2.0044e+00  3.3325e+00  5.7071e+00  3.0579e+00  7.2820e+00  1.0000e+00
 2.1741e-01  6.5360e-01  1.4534e-01 -8.2658e+00  7.3074e+00  1.1536e+01  1.5963e+01  1.0000e+00
 1.7569e-01  2.7681e-01  6.0034e-01 -1.3947e+01 -1.5159e+00 -2.0055e+01  2.4475e+01  1.0000e+00
 3.2535e+00  5.6675e-01 -7.6968e-01  1.0028e+01  3.2341e+00 -8.4036e-01  1.0570e+01  1.0000e+00
-5.1584e-01  4.1104e-01 -3.2390e-02 -1.2012e+01  3.1317e+00 -2.4097e+00  1.2645e+01  1.0000e+00
-4.2265e+00 -5.4464e-01 -3.5681e+00 -1.1848e+01 -2.5440e+00 -7.6953e+00  1.4355e+01  1.0000e+00
 6.7057e+00 -6.9865e+00 -7.9384e+00  2.1311e+01 -2.2321e+01 -2.5767e+01  4.0203e+01  1.0000e+00
-1.9404e-01  6.4089e-01  1.6845e-01 -3.7460e+00  4.0741e+00  2.9183e+01  2.9703e+01  1.0000e+00
 3.1621e-02  6.4679e-01  4.3531e-01  3.6055e+00  1.5058e+00  3.1862e+00  5.0417e+00  1.0000e+00
 2.3249e+01  1.9160e+01 -8.4064e+00  7.3487e+01  5.8940e+01 -2.5225e+01  9.7522e+01  1.0000e+00
 4.0963e-02  9.1919e-01  4.6922e-01  4.0385e+00  1.3951e+01  2.0693e+00  1.4670e+01  1.0000e+00
-7.3548e-02  5.6299e-01  1.3337e-01  1.0635e+01 -1.4196e+01  2.3348e+01  2.9321e+01  1.0000e+00
-8.6207e-01 -3.7464e-01  1.6130e+00 -1.0355e+01 -1.4857e+01  2.0310e+01  2.7211e+01  1.0000e+00
-4.9699e+00  9.2917e+00 -9.4957e+00 -1.6043e+01  3.0750e+01 -3.0738e+01  4.6344e+01  1.0000e+00
-3.0646e-01  1.0741e+01 -4.7889e+00 -1.2148e+00  3.4285e+01 -1.5085e+01  3.7476e+01  1.0000e+00
