# limit = 21.4452
#
# x           y           z           vx          vy          vz          s           m
-5.3890e-01  2.6448e-01  7.9054e-01 -9.4399e-01  2.0828e+01  3.9245e+00  2.1215e+01  1.0000e+00
-9.9550e-02  1.0906e+00  3.9305e-01  7.5502e-01  1.0632e+01 -1.9924e+01  2.2596e+01  1.0000e+00
 2.1418e+01  9.4979e-01  4.1945e+00  3.4078e+01  2.0455e+00  6.6725e+00  3.4785e+01  1.0000e+00
-1.4106e-01  9.6500e-01  1.6432e-01  1.2707e+01 -1.1889e+01 -1.2536e+01  2.1447e+01  1.0000e+00
-1.8140e+01  6.8501e+00  1.0890e+01 -2.9314e+01  1.0863e+01  1.7298e+01  3.5729e+01  1.0000e+00
 7.8899e+00 -2.4797e+00  2.2466e+01  1.2998e+01 -3.5788e+00  3.6238e+01  3.8665e+01  1.0000e+00
 1.1893e+00 -1.8287e+01 -1.2650e+01  1.4199e+00 -2.9324e+01 -2.0021e+01  3.5535e+01  1.0000e+00
-7.7541e-01  1.4392e+00  2.2629e-01 -1.0836e+01  7.5963e+00 -2.0881e+00  1.3397e+01  1.0000e+00
-2.8720e+01  2.0941e+01  6.4827e+01 -4.5547e+01  3.3390e+01  1.0464e+02  1.1890e+02  1.0000e+00
 4.2747e+01 -2.2851e+01  1.1119e+00  1.1448e+02 -6.2006e+01  3.0410e+00  1.3023e+02  1.0000e+00
 2.9308e+00  4.1010e+00  2.5663e+00  2.4280e-01  2.6908e+00  8.5749e-01  2.8345e+00  1.0000e+00
-5.6624e-01  1.1739e+00  1.9556e-01 -1.2777e+01  1.3664e+01 -2.1757e+00  1.8833e+01  1.0000e+00
-1.0364e+00  3.5778e+00  4.4730e-01  1.6521e+00  3.1655e+00  3.8922e+00  5.2819e+00  1.0000e+00
 5.4588e+00  1.4773e+00 -7.9874e-01  5.3247e+00  2.8208e+00  3.7106e-01  6.0371e+00  1.0000e+00
 1.7447e+00 -1.2613e+00  6.0498e-01  2.2187e+00 -2.3073e+00 -1.1539e+00  3.4026e+00  1.0000e+00
-7.5199e+00 -1.3700e+00 -5.5932e+00 -9.7889e+00 -3.4340e+00 -5.6835e+00  1.1829e+01  1.0000e+00
 1.3097e+01 -1.3692e+01 -1.5678e+01  2.1038e+01 -2.2083e+01 -2.5498e+01  3.9755e+01  1.0000e+00
-1.1222e-01  1.3767e+00  3.8693e-01 -8.1475e-01 -1.4222e+01 -3.1762e+00  1.4595e+01  1.0000e+00
-2.8295e-01  9.6083e-01  1.0763e-01 -5.9369e+00  5.1498e+00  8.1858e+00  1.1348e+01  1.0000e+00
 4.5455e+01  3.6973e+01 -1.6029e+01  7.3441e+01  5.8889e+01 -2.5204e+01  9.7451e+01  1.0000e+00
-1.0008e-02  8.5033e-01  5.0818e-01  2.0653e+01  8.9530e+00  1.1685e+01  2.5362e+01  1.0000e+00
 1.5040e-01  5.9642e-01  3.5764e-01 -1.4641e+01 -4.0858e-01 -4.6613e+00  1.5370e+01  1.0000e+00
-3.5320e+00 -4.1931e+00  6.8242e+00 -8.2744e+00 -1.1807e+01  1.6108e+01  2.1618e+01  1.0000e+00
-9.7988e+00  1.8545e+01 -1.8744e+01 -1.5932e+01  3.0513e+01 -3.0489e+01  4.5983e+01  1.0000e+00
-6.7728e-01  2.1018e+01 -9.3077e+00 -1.2333e+00  3.3805e+01 -1.4859e+01  3.6947e+01  1.0000e+00
-5.1309e+00  2.9245e+00 -7.9667e+00 -8.0753e+00  5.4296e+00 -1.0243e+01  1.4129e+01  1.0000e+00
 6.7028e+00 -1.6454e+01  3.1522e+00  1.0069e+01 -2.6318e+01  4.7804e+00  2.8581e+01  1.0000e+00
 4.3980e+01 -1.1493e+01 -4.2425e+01  7.5256e+01 -1.9839e+01 -7.2627e+01  1.0645e+02  1.0000e+00
 1.2710e+00 -2.5562e+01 -3.3718e+01  2.1752e+00 -4.2168e+01 -5.5601e+01  6.9817e+01  1.0000e+00
-3.6809e-01  1.0306e+00  3.8372e-01  6.1875e+00 -7.6347e+00 -1.4615e+00  9.9352e+00  1.0000e+00
-2.9368e-01  9.9353e-01 -2.3277e-01 -4.7507e+00  1.1317e+01  9.5355e+00  1.5542e+01  1.0000e+00
-1.2764e-01  1.0565e+00  1.7286e-01 -1.2758e-01 -3.4959e+00  2.7529e+00  4.4515e+00  1.0000e+00
-8.0700e-02  5.0541e-01 -2.0272e-01  6.1806e+00 -1.7420e+00  6.0386e+00  8.8147e+00  1.0000e+00
-3.0186e-01  1.0739e+00  6.1708e-02 -4.8538e-01  1.3089e+01  1.3669e+01  1.8932e+01  1.0000e+00
-2.6454e-01  9.8104e-01  4.3431e-01 -2.1731e+00  1.1315e+01 -7.4255e+00  1.3708e+01  1.0000e+00
-1.1678e-01  1.3977e+00  2.4408e-01  1.5333e+01  7.4518e+00 -1.1700e+01  2.0677e+01  1.0000e+00
 2.0300e-01  2.6260e+00 -1.0690e+00  3.1452e+00 -2.9433e+00  2.6911e+00  5.0791e+00  1.0000e+00
-1.7619e+01  3.3746e+01 -4.2483e+01 -2.8528e+01  5.4672e+01 -6.7946e+01  9.1758e+01  1.0000e+00
-4.0204e-01  8.5756e-01 -1.1748e-03  1.6247e+01  1.4772e+01 -3.2889e+00  2.2203e+01  1.0000e+00
 1.2722e+01 -2.8343e+00  1.0702e+01  1.9534e+01 -4.1069e+00  1.6548e+01  2.5928e+01  1.0000e+00
 6.9229e+00  6.4287e+00  8.8614e-01  8.4021e+00  8.2602e+00  2.0824e+00  1.1965e+01  1.0000e+00
 3.1223e+00  9.5098e-01 -7.0595e-01  4.8385e-01  1.1429e+00 -1.9997e+00  2.3536e+00  1.0000e+00
 2.0641e-02  7.9073e-01 -2.6690e-01  1.2484e+01  9.0107e+00 -3.5703e+00  1.5805e+01  1.0000e+00
 2.5774e+00 -7.5283e+00  2.4448e+01  4.3099e+00 -1.2010e+01  3.9624e+01  4.1628e+01  1.0000e+00
 2.3672e+01  1.1439e+01  1.8786e+00  3.8788e+01  1.8585e+01  3.1418e+00  4.3125e+01  1.0000e+00
 1.6270e+00 -1.5178e+01  2.5022e+00  3.2443e+00 -2.3681e+01  4.1981e+00  2.4268e+01  1.0000e+00
-3.5667e-01  1.1967e+00  3.8612e-01 -1.5037e+00  5.0990e+00  1.0935e+01  1.2159e+01  1.0000e+00
 2.6492e+00 -1.2747e+00  1.1525e-01 -4.8019e-01  5.5654e+00  2.4614e+00  6.1043e+00  1.0000e+00
 1.0412e+01 -4.0389e+00  4.7032e+00  1.4528e+01 -5.6273e+00  7.0773e+00  1.7112e+01  1.0000e+00
-4.3645e-01  9.9698e-01  3.8895e-01  8.2781e+00 -7.4035e+00 -1.0780e+01  1.5477e+01  1.0000e+00
-1.0659e+00  1.2815e+00  5.8398e-01 -8.3676e+00  4.5489e+00  4.7032e+00  1.0622e+01  1.0000e+00
-1.5765e-01  8.9185e-01 -2.2950e-01 -5.4125e+00  8.6395e-01  2.7552e+00  6.1346e+00  1.0000e+00
-3.1171e+00 -4.9097e+00  4.9589e+00 -3.2971e+00 -5.0484e+00  5.5911e+00  8.2230e+00  1.0000e+00
-1.6094e-01  9.4891e-01  1.5307e-01  6.0190e+00  2.5998e+01  1.5740e+01  3.0982e+01  1.0000e+00
 8.1079e-03  3.4396e+00  3.2453e+00  2.2858e+00  1.4403e+01  1.5711e+01  2.1436e+01  1.0000e+00
-1.8441e-01  1.2769e+00  4.2979e-02  2.2080e+00 -8.5396e+00 -1.7061e+00  8.9839e+00  1.0000e+00
-2.2055e-01  1.0932e+00  3.8603e-01  9.2537e+00  5.3854e+00  1.7937e+00  1.0856e+01  1.0000e+00
 2.4348e-01  9.5178e-01  2.4227e-01 -7.5611e+00 -3.0090e+00  3.3440e+00  8.7981e+00  1.0000e+00
-7.7604e-02  1.2005e+00  6.7896e-02  1.6271e+01  1.2566e+01  7.0360e+00  2.1729e+01  1.0000e+00
 5.8839e+00 -3.2276e+00  1.7487e+01  9.0194e+00 -5.4109e+00  2.7765e+01  2.9690e+01  1.0000e+00
-3.9677e-01  1.3892e+00  6.1564e-01 -3.1713e+00 -3.8653e+00  5.0699e+00  7.1205e+00  1.0000e+00
-3.3230e+00 -5.4917e+00  2.6225e+00 -7.3926e+00 -1.4844e+01  5.9120e+00  1.7605e+01  1.0000e+00
 1.0830e+01  1.0576e+00 -5.2233e+00  1.8213e+01  1.9816e+00 -8.6831e+00  2.0274e+01  1.0000e+00
-4.2423e-01  1.1670e+00  3.3806e-01 -1.2222e+01  2.3810e+01 -5.7754e+00  2.7380e+01  1.0000e+00
-5.5244e-01  2.2136e+00  2.6303e-01  1.3906e+00  1.7950e+01  1.7685e+00  1.8091e+01  1.0000e+00
 1.8295e-01  1.1848e+00 -4.7614e-01 -4.0218e+00  9.7825e+00 -8.0404e+00  1.3286e+01  1.0000e+00
-9.9838e-02  1.1670e+00  2.2781e-01 -1.4270e+01  1.4070e+01  1.7984e+00  2.0121e+01  1.0000e+00
-5.2613e-01  1.1723e+00  4.2177e-01 -7.2501e+00  8.4778e+00 -4.1164e+00  1.1890e+01  1.0000e+00
-5.2272e-01  8.4935e-01  5.2094e-01 -5.8637e+00  5.0801e+00  1.0424e+01  1.2994e+01  1.0000e+00
-2.3999e-01  1.0362e+00  8.2154e-02  1.9707e+01  1.2507e+00  6.1633e+00  2.0686e+01  1.0000e+00
 2.1047e+01  2.3374e+00  3.8324e+00  3.3918e+01  3.3996e+00  6.0658e+00  3.4624e+01  1.0000e+00
-2.8589e-01  9.6397e-01  4.0806e-01 -1.4751e+01 -3.7814e+00  1.5348e+01  2.1620e+01  1.0000e+00
-7.4330e-02  1.7562e+00 -2.2960e-01 -3.4006e+00  5.9814e+00 -2.2812e+00  7.2488e+00  1.0000e+00
 5.0442e-01  1.4645e+00  1.3629e+00 -5.5881e-01  6.9487e-02  1.6812e+00  1.7730e+00  1.0000e+00
 1.4702e-02  9.3081e-01  2.7272e-01  5.5649e+00 -2.0841e+01 -2.6219e+00  2.1729e+01  1.0000e+00
-4.0552e-01  1.0306e+00  2.4520e-01  1.5325e+00 -1.8954e+01  1.9135e+01  2.6977e+01  1.0000e+00
