# limit = 14.8249
#
# x           y           z           vx          vy          vz          s           m
 4.0413e-02 -1.7461e+00 -3.4144e-01 -3.4509e+00  4.7606e+00  5.7365e+00  8.2146e+00  1.0000e+00
-1.0859e-01  3.8746e-01  1.5520e-01 -8.1066e+00 -6.7133e-01  1.1603e+01  1.4170e+01  1.0000e+00
 1.5099e+01  5.8003e-01  2.9559e+00  3.4335e+01  1.9498e+00  6.7393e+00  3.5044e+01  1.0000e+00
-2.0591e-01  6.8301e-01 -2.3086e-01  9.6420e-01 -4.1083e+00 -1.5205e+01  1.5780e+01  1.0000e+00
-1.2709e+01  4.8369e+00  7.6850e+00 -2.9502e+01  1.0936e+01  1.7415e+01  3.5962e+01  1.0000e+00
 5.4877e+00 -1.8113e+00  1.5756e+01  1.3008e+01 -3.6666e+00  3.6410e+01  3.8838e+01  1.0000e+00
 9.1789e-01 -1.2849e+01 -8.9379e+00  1.5307e+00 -2.9582e+01 -2.0180e+01  3.5842e+01  1.0000e+00
 2.5247e-01 -1.6915e-01 -3.2782e-01  4.4425e+00 -3.5124e+00 -1.9472e+00  5.9887e+00  1.0000e+00
-2.0304e+01  1.4771e+01  4.5495e+01 -4.5547e+01  3.3390e+01  1.0464e+02  1.1890e+02  1.0000e+00
 2.1587e+01 -1.1390e+01  5.4989e-01  1.1456e+02 -6.2048e+01  3.0431e+00  1.3032e+02  1.0000e+00
 2.7356e+00  3.4565e+00  2.3019e+00  1.9301e+00  4.3459e+00  2.0547e+00  5.1801e+00  1.0000e+00
-3.6593e-02  9.4123e-01  4.1261e-01 -8.7852e+00  2.8146e+00  8.2240e+00  1.2359e+01  1.0000e+00
-1.0266e+00  2.1764e+00 -2.3827e-01 -2.6552e+00  1.3170e+01  2.7178e+00  1.3708e+01  1.0000e+00
 4.2790e+00  9.3616e-01 -8.2434e-01  7.6268e+00  3.0514e+00 -1.6323e-01  8.2162e+00  1.0000e+00
 9.0497e-01 -2.3835e-01  6.8590e-01  7.9385e+00 -9.9135e+00  1.7381e+00  1.2819e+01  1.0000e+00
-5.5705e+00 -8.4434e-01 -4.4221e+00 -1.1071e+01 -2.5836e+00 -6.8829e+00  1.3290e+01  1.0000e+00
 9.2008e+00 -9.6027e+00 -1.0958e+01  2.1158e+01 -2.2189e+01 -2.5617e+01  3.9953e+01  1.0000e+00
-3.4597e-01  1.0990e+00  8.8499e-02  2.0337e+00 -5.7807e+00  1.5954e+01  1.7091e+01  1.0000e+00
-1.1478e-01  7.2046e-01  1.0160e-01 -1.4419e+01  5.5569e+00 -2.6607e+00  1.5680e+01  1.0000e+00
 3.1885e+01  2.6087e+01 -1.1371e+01  7.3441e+01  5.8916e+01 -2.5213e+01  9.7469e+01  1.0000e+00
-1.1814e-01  3.4142e-01  4.5643e-01  6.2375e+00  1.3024e+01  4.5322e+00  1.5135e+01  1.0000e+00
 6.1662e-02  8.7079e-01  2.1316e-01 -1.0906e+01 -1.0675e+01  8.7456e+00  1.7589e+01  1.0000e+00
-1.9631e+00 -1.9538e+00  3.7646e+00 -8.8167e+00 -1.2598e+01  1.7224e+01  2.3089e+01  1.0000e+00
-6.8517e+00  1.2897e+01 -1.3101e+01 -1.5981e+01  3.0618e+01 -3.0599e+01  4.6142e+01  1.0000e+00
-4.5000e-01  1.4755e+01 -6.5542e+00 -1.2257e+00  3.4019e+01 -1.4958e+01  3.7182e+01  1.0000e+00
-3.6020e+00  1.9050e+00 -6.0089e+00 -8.5158e+00  5.6225e+00 -1.1034e+01  1.5030e+01  1.0000e+00
 4.8318e+00 -1.1570e+01  2.2636e+00  1.0191e+01 -2.6585e+01  4.8429e+00  2.8881e+01  1.0000e+00
 3.0076e+01 -7.8271e+00 -2.9007e+01  7.5256e+01 -1.9839e+01 -7.2627e+01  1.0645e+02  1.0000e+00
 8.6884e-01 -1.7767e+01 -2.3441e+01  2.1784e+00 -4.2210e+01 -5.5658e+01  6.9888e+01  1.0000e+00
-2.2497e-01  9.1483e-01  1.4184e-01 -6.7313e+00  3.0108e+00  1.5538e+01  1.7199e+01  1.0000e+00
-4.1143e-04  4.8714e-01  3.7281e-02 -4.0785e+00  1.9637e+00 -3.5960e+00  5.7811e+00  1.0000e+00
 1.4892e-02  8.2330e-01  3.7283e-01  1.3960e+01  9.1146e+00 -6.4090e+00  1.7861e+01  1.0000e+00
-2.1282e-01  7.2773e-01 -1.4437e-02  4.7590e+00 -1.2381e+01  8.5054e+00  1.5757e+01  1.0000e+00
 1.0712e-01  6.6556e-01  3.6876e-01 -7.3450e+00  6.8483e+00  1.2649e+01  1.6151e+01  1.0000e+00
-2.4020e-01  8.5348e-01  2.4487e-01  2.6910e+01  1.0152e+00 -8.0730e+00  2.8113e+01  1.0000e+00
-3.5737e-01  1.1771e+00  6.4812e-01  9.0843e+00  1.1547e+01 -4.4189e+00  1.5342e+01  1.0000e+00
-4.5338e-01  2.4186e+00 -9.4635e-01  3.2251e+00  5.5215e+00 -3.9922e+00  7.5383e+00  1.0000e+00
-1.2345e+01  2.3643e+01 -2.9931e+01 -2.8545e+01  5.4706e+01 -6.7964e+01  9.1797e+01  1.0000e+00
-3.2486e-01  8.4207e-01  7.4178e-02  8.0126e+00  1.1776e+01 -2.5736e+01  2.9414e+01  1.0000e+00
 9.0924e+00 -2.0728e+00  7.6250e+00  1.9805e+01 -4.1574e+00  1.6786e+01  2.6292e+01  1.0000e+00
 5.3007e+00  4.8473e+00  4.9706e-01  9.2314e+00  8.9179e+00  2.1265e+00  1.3010e+01  1.0000e+00
 2.5609e+00  7.2254e-01 -2.1609e-01  6.0638e+00  1.3791e+00 -3.2663e+00  7.0242e+00  1.0000e+00
-3.8269e-01  6.5241e-01  8.9075e-03  5.1783e+00  1.6376e+01 -9.5452e+00  1.9649e+01  1.0000e+00
 1.7805e+00 -5.3040e+00  1.7110e+01  4.3154e+00 -1.2072e+01  3.9809e+01  4.1822e+01  1.0000e+00
 1.6494e+01  7.9965e+00  1.2972e+00  3.8931e+01  1.8702e+01  3.1541e+00  4.3306e+01  1.0000e+00
 1.0271e+00 -1.0774e+01  1.7197e+00  3.2505e+00 -2.4030e+01  4.2811e+00  2.4624e+01  1.0000e+00
-2.0086e-01  7.9917e-01  2.3459e-01  4.5042e+00 -4.8096e-01  2.5645e+01  2.6042e+01  1.0000e+00
 2.4901e+00 -1.9893e+00 -2.8236e-01  2.1602e+00  2.1957e+00  1.7285e+00  3.5321e+00  1.0000e+00
 7.6786e+00 -2.9701e+00  3.3868e+00  1.5122e+01 -5.9712e+00  7.1850e+00  1.7775e+01  1.0000e+00
-5.4132e-01  8.9192e-01 -4.1584e-01 -2.6065e+00  2.0445e+00  1.4755e+01  1.5122e+01  1.0000e+00
-3.4783e-01  8.3507e-01  4.6328e-01  1.4120e+01 -3.8722e+00 -1.8151e+01  2.3320e+01  1.0000e+00
-2.1843e-01  8.2587e-01  3.6349e-01  1.0730e+01 -1.8378e+01 -1.0278e+01  2.3633e+01  1.0000e+00
-2.4700e+00 -3.8967e+00  3.8662e+00 -3.7509e+00 -6.0017e+00  6.3039e+00  9.4778e+00  1.0000e+00
-1.8802e-01  6.8168e-01  2.1641e-01  2.7903e+01  1.1268e+01 -6.0862e+00  3.0702e+01  1.0000e+00
 8.6724e-02  7.2121e-01 -4.4513e-02 -6.2040e+00  5.3520e+00 -3.3084e+00  8.8363e+00  1.0000e+00
-8.0614e-02  9.0204e-01  4.3014e-02 -1.8297e+00  5.5072e+00 -1.9726e+01  2.0562e+01  1.0000e+00
-1.8189e-01  6.0500e-01  1.4926e-01 -9.5848e+00 -9.8932e-01  7.0293e+00  1.1927e+01  1.0000e+00
-2.8340e-01  6.1598e-01  5.1780e-01  3.5650e+00  2.0614e+00  1.6007e+01  1.6528e+01  1.0000e+00
-3.2735e-01  9.2728e-01 -1.5719e-01  6.9398e+00  1.1623e+01 -1.6097e+01  2.1033e+01  1.0000e+00
 4.2102e+00 -2.2249e+00  1.2334e+01  9.1025e+00 -5.4444e+00  2.8046e+01  2.9985e+01  1.0000e+00
-3.3672e-01  1.2302e+00  1.8666e-02 -1.8248e+00  8.8676e+00  2.4632e+00  9.3825e+00  1.0000e+00
-1.8947e+00 -2.6224e+00  1.4873e+00 -8.2512e+00 -1.6564e+01  6.5081e+00  1.9617e+01  1.0000e+00
 7.4177e+00  6.8829e-01 -3.5938e+00  1.8796e+01  2.0204e+00 -8.9938e+00  2.0935e+01  1.0000e+00
-4.0385e-01  9.9751e-01  3.6371e-01  3.3031e+00  3.4262e+00 -2.3889e+01  2.4359e+01  1.0000e+00
 1.2942e+00 -5.1659e-01  5.6835e-01 -8.0345e+00  3.1494e+00 -2.0069e+00  8.8600e+00  1.0000e+00
 2.6224e-01  8.3771e-01  3.5112e-02 -1.5413e+01  1.6724e+01 -3.6504e+00  2.3035e+01  1.0000e+00
