# limit = 10.1089
#
# x           y           z           vx          vy          vz          s           m
 4.6662e-01 -2.0188e+00 -9.9812e-01 -2.8059e+00 -5.3302e-01  3.9356e+00  4.8627e+00  1.0000e+00
 7.3639e-03  5.6634e-01 -3.4891e-02  1.2216e+01 -2.6235e+00 -1.3454e+01  1.8361e+01  1.0000e+00
 1.0467e+01  3.2485e-01  2.0455e+00  3.4713e+01  1.8433e+00  6.8298e+00  3.5426e+01  1.0000e+00
-2.9823e-01  5.2203e-01  2.0330e-01 -9.4007e+00  1.6643e+01  1.0905e+01  2.2007e+01  1.0000e+00
-8.7300e+00  3.3620e+00  5.3360e+00 -2.9779e+01  1.1047e+01  1.7594e+01  3.6310e+01  1.0000e+00
 3.7391e+00 -1.3114e+00  1.0849e+01  1.3045e+01 -3.7930e+00  3.6696e+01  3.9130e+01  1.0000e+00
 7.0284e-01 -8.8554e+00 -6.2143e+00  1.6900e+00 -2.9943e+01 -2.0413e+01  3.6279e+01  1.0000e+00
-5.1070e-01  1.6027e+00  8.9073e-01  1.4680e+00 -6.1877e+00 -3.1941e+00  7.1165e+00  1.0000e+00
-1.4188e+01  1.0288e+01  3.1441e+01 -4.5561e+01  3.3394e+01  1.0467e+02  1.1894e+02  1.0000e+00
 6.1901e+00 -3.0510e+00  1.4026e-01  1.1485e+02 -6.2204e+01  3.0599e+00  1.3065e+02  1.0000e+00
 2.3726e+00  2.7721e+00  1.9518e+00  3.5709e+00  5.9356e+00  3.2316e+00  7.6437e+00  1.0000e+00
 2.1201e-01  4.9374e-01 -1.6294e-02  8.4669e+00  1.0174e+01  6.6858e+00  1.4829e+01  1.0000e+00
 3.7141e-01  3.3882e-01  8.6947e-01 -9.6564e+00 -4.6825e+00 -1.3368e+01  1.7143e+01  1.0000e+00
 3.0819e+00  5.1248e-01 -7.5445e-01  1.0499e+01  3.2556e+00 -9.8371e-01  1.1036e+01  1.0000e+00
-2.0473e-01  4.6773e-01  9.7522e-02 -2.4449e+01 -1.2017e+01 -1.5324e+01  3.1257e+01  1.0000e+00
-4.0272e+00 -5.0204e-01 -3.4382e+00 -1.1992e+01 -2.5515e+00 -7.8426e+00  1.4554e+01  1.0000e+00
 6.3490e+00 -6.6130e+00 -7.5072e+00  2.1343e+01 -2.2348e+01 -2.5798e+01  4.0255e+01  1.0000e+00
-1.3521e-01  5.1131e-01 -5.4947e-02  2.8389e-01  5.9831e+00 -4.0667e+00  7.2399e+00  1.0000e+00
-1.5875e-01  5.5880e-01  2.2309e-01  1.8734e+01  8.2759e+00  2.5285e+01  3.2539e+01  1.0000e+00
 2.2020e+01  1.8174e+01 -7.9847e+00  7.3494e+01  5.8947e+01 -2.5227e+01  9.7532e+01  1.0000e+00
-8.4663e-02  5.8498e-01  3.3594e-01  1.2470e+01  2.7776e+01  1.7416e+01  3.5076e+01  1.0000e+00
-3.2649e-01  6.9243e-01 -4.6209e-02  1.3222e+01  7.5866e-01 -5.3009e-01  1.3254e+01  1.0000e+00
-6.8341e-01 -1.1916e-01  1.2616e+00 -1.1072e+01 -1.5768e+01  2.1855e+01  2.9135e+01  1.0000e+00
-4.7016e+00  8.7774e+00 -8.9813e+00 -1.6056e+01  3.0778e+01 -3.0767e+01  4.6386e+01  1.0000e+00
-2.8617e-01  1.0167e+01 -4.5365e+00 -1.2123e+00  3.4340e+01 -1.5111e+01  3.7537e+01  1.0000e+00
-2.4234e+00  1.1355e+00 -4.4604e+00 -9.0964e+00  5.8567e+00 -1.2154e+01  1.6272e+01  1.0000e+00
 3.4527e+00 -7.9757e+00  1.6085e+00  1.0374e+01 -2.7001e+01  4.9268e+00  2.9341e+01  1.0000e+00
 1.9966e+01 -5.1622e+00 -1.9251e+01  7.5307e+01 -1.9852e+01 -7.2676e+01  1.0652e+02  1.0000e+00
 5.7603e-01 -1.2097e+01 -1.5962e+01  2.1828e+00 -4.2277e+01 -5.5749e+01  7.0001e+01  1.0000e+00
-1.8708e-01  6.0632e-01  3.6372e-01  1.6527e+01  3.6467e+00 -1.5608e+00  1.6996e+01  1.0000e+00
-2.0773e-01  6.3938e-01  8.5742e-02 -1.4684e+01  3.1625e+00  7.2376e+00  1.6674e+01  1.0000e+00
-2.2142e-01  4.5495e-01  6.9245e-02 -6.4425e+00 -3.2161e+01  1.1042e+01  3.4609e+01  1.0000e+00
-3.2413e-01  7.9961e-01  4.3720e-01 -7.4920e-01  9.6172e+00 -5.4844e+00  1.1096e+01  1.0000e+00
-2.2836e-01  4.7258e-01  4.1329e-01 -2.1134e+01  1.9139e+01  1.4685e+01  3.2072e+01  1.0000e+00
-3.1451e-01  5.6051e-01  2.9069e-01  1.9280e+01  8.4238e-01 -1.5503e+01  2.4754e+01  1.0000e+00
 9.3360e-03  8.2426e-01  4.5457e-01  1.5041e+01  8.2414e+00 -7.2544e+00  1.8622e+01  1.0000e+00
-5.2610e-01  7.6187e-01  1.5649e-01 -6.1950e+00  2.9738e+01 -1.3472e+01  3.3230e+01  1.0000e+00
-8.5117e+00  1.6295e+01 -2.0800e+01 -2.8562e+01  5.4740e+01 -6.8019e+01  9.1863e+01  1.0000e+00
-5.2713e-01  3.8642e-01 -4.5457e-01  8.2079e+00  4.6547e+00  1.3855e+01  1.6763e+01  1.0000e+00
 6.4083e+00 -1.5086e+00  5.3518e+00  2.0217e+01 -4.2557e+00  1.7107e+01  2.6824e+01  1.0000e+00
 3.9972e+00  3.5987e+00  2.1052e-01  1.0282e+01  9.7591e+00  2.1348e+00  1.4336e+01  1.0000e+00
