# limit = 18.312
#
# x           y           z           vx          vy          vz          s           m
-2.9742e-01 -1.0302e+00  2.6209e-01 -3.3020e+00  1.0423e+01  6.4736e+00  1.2706e+01  1.0000e+00
-2.0553e-01  1.0660e+00 -1.0999e-01  2.6617e-01 -1.3654e+01  4.3731e+00  1.4340e+01  1.0000e+00
 1.8442e+01  7.7320e-01  3.6118e+00  3.4178e+01  2.0056e+00  6.6991e+00  3.4886e+01  1.0000e+00
-3.9231e-01  1.0085e+00  7.0351e-01 -9.6069e+00  4.9149e+00  1.0611e+01  1.5134e+01  1.0000e+00
-1.5582e+01  5.9021e+00  9.3813e+00 -2.9387e+01  1.0891e+01  1.7343e+01  3.5819e+01  1.0000e+00
 6.7571e+00 -2.1664e+00  1.9305e+01  1.3000e+01 -3.6128e+00  3.6302e+01  3.8728e+01  1.0000e+00
 1.0638e+00 -1.5729e+01 -1.0903e+01  1.4630e+00 -2.9425e+01 -2.0083e+01  3.5655e+01  1.0000e+00
 3.8551e-01  1.0271e-01 -1.1337e-01 -2.4613e+00  1.0056e+01  5.8420e+00  1.1887e+01  1.0000e+00
-2.4751e+01  1.8031e+01  5.5709e+01 -4.5547e+01  3.3390e+01  1.0464e+02  1.1890e+02  1.0000e+00
 3.2768e+01 -1.7447e+01  8.4687e-01  1.1451e+02 -6.2023e+01  3.0416e+00  1.3026e+02  1.0000e+00
 2.8772e+00  3.8348e+00  2.4689e+00  9.9488e-01  3.4271e+00  1.3860e+00  3.8283e+00  1.0000e+00
-2.2349e-01  9.6109e-01  3.7768e-01  2.1510e+01 -8.9533e-01  1.3883e+01  2.5617e+01  1.0000e+00
-1.1221e+00  3.1363e+00  1.0199e-01  2.4125e-01  7.0557e+00  3.9126e+00  8.0715e+00  1.0000e+00
 4.9546e+00  1.2274e+00 -8.2282e-01  6.2775e+00  2.9182e+00  1.7039e-01  6.9247e+00  1.0000e+00
 1.4701e+00 -9.5461e-01  6.9871e-01  4.2818e+00 -4.8956e+00 -9.0559e-01  6.5667e+00  1.0000e+00
-6.6263e+00 -1.1048e+00 -5.0668e+00 -1.0559e+01 -2.7936e+00 -6.3271e+00  1.2622e+01  1.0000e+00
 1.1262e+01 -1.1765e+01 -1.3455e+01  2.1084e+01 -2.2124e+01 -2.5544e+01  3.9831e+01  1.0000e+00
-2.8400e-01  5.9907e-01  9.2688e-02 -7.8026e+00  1.8558e+01 -2.6291e+00  2.0303e+01  1.0000e+00
