# limit = 8.89566
#
# x           y           z           vx          vy          vz          s           m
 5.6154e-01 -1.9767e+00 -1.1272e+00 -2.5427e+00 -1.8406e+00  3.3350e+00  4.5799e+00  1.0000e+00
-4.2625e-01  3.9608e-01  4.0518e-01 -3.7708e+00  3.4539e+00  4.3680e+00  6.7251e+00  1.0000e+00
 9.2331e+00  2.6016e-01  1.8027e+00  3.4875e+01  1.8049e+00  6.8665e+00  3.5591e+01  1.0000e+00
-1.0589e-02  4.3615e-01  9.0287e-02  1.0110e+01 -1.4169e+01 -8.4120e+00  1.9332e+01  1.0000e+00
-7.6725e+00  2.9695e+00  4.7110e+00 -2.9894e+01  1.1103e+01  1.7674e+01  3.6460e+01  1.0000e+00
 3.2762e+00 -1.1760e+00  9.5462e+00  1.3067e+01 -3.8454e+00  3.6828e+01  3.9266e+01  1.0000e+00
 6.4179e-01 -7.7913e+00 -5.4888e+00  1.7566e+00 -3.0093e+01 -2.0514e+01  3.6462e+01  1.0000e+00
-5.4259e-01  1.7452e+00  9.5202e-01  3.8110e-01 -2.0104e+00 -4.1552e-01  2.0879e+00  1.0000e+00
-1.2573e+01  9.1040e+00  2.7730e+01 -4.5568e+01  3.3401e+01  1.0469e+02  1.1896e+02  1.0000e+00
 2.1101e+00 -8.4179e-01  3.2131e-02  1.1552e+02 -6.2500e+01  2.9822e+00  1.3138e+02  1.0000e+00
 2.2364e+00  2.5524e+00  1.8302e+00  4.1261e+00  6.4655e+00  3.6351e+00  8.4877e+00  1.0000e+00
-2.7771e-01  5.0912e-01  2.7054e-01  1.2426e+00 -1.7832e+01 -1.2165e+01  2.1622e+01  1.0000e+00
 6.2560e-01  5.1541e-01  1.2283e+00 -5.2708e+00 -4.7465e+00 -7.4274e+00  1.0270e+01  1.0000e+00
 2.6896e+00  3.9651e-01 -7.1329e-01  1.1683e+01  3.2796e+00 -1.3572e+00  1.2210e+01  1.0000e+00
-7.4037e-02  7.0172e-01  3.7168e-01  8.6904e+00  6.9151e+00  4.1946e+00  1.1872e+01  1.0000e+00
-3.5960e+00 -4.1115e-01 -3.1540e+00 -1.2343e+01 -2.5784e+00 -8.2005e+00  1.5041e+01  1.0000e+00
 5.5910e+00 -5.8196e+00 -6.5912e+00  2.1425e+01 -2.2418e+01 -2.5877e+01  4.0389e+01  1.0000e+00
-3.2907e-01  4.8255e-01  4.3981e-01  2.6685e-01  8.2160e-01  1.9540e+00  2.1364e+00  1.0000e+00
-3.9833e-01  5.7721e-01 -4.7029e-02 -2.8836e+00 -1.8985e+00 -1.4688e+01  1.5089e+01  1.0000e+00
 1.9414e+01  1.6083e+01 -7.0901e+00  7.3509e+01  5.8961e+01 -2.5234e+01  9.7554e+01  1.0000e+00
-4.2252e-01  2.7349e-01 -2.0928e-01  1.4566e+00 -6.4831e+00  2.7100e+00  7.1761e+00  1.0000e+00
-5.7546e-02  3.4644e-01  3.1742e-01 -1.7155e+01  2.9952e+00  3.7508e+00  1.7814e+01  1.0000e+00
-2.0963e-01  5.1194e-01  2.9876e-01 -1.8045e+01 -1.8874e+01  4.2645e+01  5.0004e+01  1.0000e+00
-4.1319e+00  7.6853e+00 -7.8894e+00 -1.6090e+01  3.0849e+01 -3.0842e+01  4.6494e+01  1.0000e+00
-2.4330e-01  8.9476e+00 -3.9995e+00 -1.2058e+00  3.4481e+01 -1.5177e+01  3.7693e+01  1.0000e+00
-2.0970e+00  9.2638e-01 -4.0215e+00 -9.3238e+00  5.9425e+00 -1.2625e+01  1.6782e+01  1.0000e+00
 3.0836e+00 -7.0153e+00  1.4331e+00  1.0457e+01 -2.7180e+01  4.9709e+00  2.9544e+01  1.0000e+00
 1.7296e+01 -4.4584e+00 -1.6674e+01  7.5322e+01 -1.9855e+01 -7.2691e+01  1.0654e+02  1.0000e+00
 4.9862e-01 -1.0597e+01 -1.3985e+01  2.1846e+00 -4.2308e+01 -5.5789e+01  7.0051e+01  1.0000e+00
-2.0180e-01  4.1677e-01 -5.8020e-02 -9.6724e+00 -1.9728e+00 -5.1517e+00  1.1135e+01  1.0000e+00
-2.4783e-01  2.7671e-01  2.3931e-01  1.5529e+01 -1.0468e+01 -8.6296e+00  2.0620e+01  1.0000e+00
-2.4276e-01  7.6859e-01  3.6096e-01  3.6356e+00  1.3419e+01 -5.1636e+00  1.4831e+01  1.0000e+00
-1.3273e-01  2.9746e-01 -7.3744e-02 -5.6149e+00 -2.1296e-01  2.3498e+01  2.4161e+01  1.0000e+00
 1.7280e-01  4.0650e-01 -3.2293e-01 -6.8761e-01 -6.2441e+00  1.1603e+01  1.3194e+01  1.0000e+00
-1.1339e-01  4.2846e-01 -3.1018e-03 -1.4843e+01  7.5014e+00  4.0482e+00  1.7117e+01  1.0000e+00
-4.2778e-01  3.0931e-01  4.5074e-02 -1.9838e+00  8.0015e+00  2.5741e+01  2.7029e+01  1.0000e+00
 2.3352e-01 -3.4264e-02  2.2405e-01 -2.2349e+01  8.5833e+00  6.4448e+00  2.4793e+01  1.0000e+00
-7.4989e+00  1.4354e+01 -1.8389e+01 -2.8570e+01  5.4755e+01 -6.8035e+01  9.1886e+01  1.0000e+00
-6.9747e-01  2.6273e-01 -7.3666e-01  2.2779e+00  2.4557e+00  3.5838e+00  4.9054e+00  1.0000e+00
 5.6885e+00 -1.3570e+00  4.7430e+00  2.0394e+01 -4.2958e+00  1.7245e+01  2.7051e+01  1.0000e+00
 3.6256e+00  3.2471e+00  1.3497e-01  1.0690e+01  1.0086e+01  2.1262e+00  1.4850e+01  1.0000e+00
 5.6205e-01  4.5771e-01  3.6332e-01  2.4321e+01  1.5442e+00 -1.9206e+00  2.4445e+01  1.0000e+00
-2.3119e-01  5.1774e-01  6.8702e-02  2.5362e+01  4.5809e+00 -9.1323e-01  2.5788e+01  1.0000e+00
 1.0471e+00 -3.2456e+00  1.0324e+01  4.3281e+00 -1.2207e+01  4.0210e+01  4.2244e+01  1.0000e+00
