# limit = 29.6204
#
# x           y           z           vx          vy          vz          s           m
 5.7563e-01  2.6881e+00 -1.5345e+00  2.8326e+00  1.2466e+00 -8.9300e+00  9.4510e+00  1.0000e+00
 2.6924e-01  1.2957e+00 -1.5354e-01 -1.1642e+01 -2.0553e+00 -1.9678e+00  1.1985e+01  1.0000e+00
 2.9064e+01  1.4189e+00  5.6882e+00  3.3918e+01  2.1228e+00  6.6244e+00  3.4624e+01  1.0000e+00
 1.2740e-01  1.3241e+00  8.6553e-01 -1.2868e+01  8.5199e+00 -2.4975e+00  1.5633e+01  1.0000e+00
-2.4707e+01  9.2865e+00  1.4767e+01 -2.9197e+01  1.0818e+01  1.7223e+01  3.5583e+01  1.0000e+00
 1.0811e+01 -3.2773e+00  3.0599e+01  1.2998e+01 -3.5236e+00  3.6138e+01  3.8566e+01  1.0000e+00
 1.4996e+00 -2.4854e+01 -1.7140e+01  1.3482e+00 -2.9156e+01 -1.9921e+01  3.5337e+01  1.0000e+00
-5.5632e-01  1.3641e+00  2.6479e-01 -1.5567e+01  8.6423e+00 -1.1877e+01  2.1403e+01  1.0000e+00
-3.8962e+01  2.8447e+01  8.8346e+01 -4.5547e+01  3.3390e+01  1.0464e+02  1.1890e+02  1.0000e+00
 6.8477e+01 -3.6789e+01  1.7954e+00  1.1448e+02 -6.2004e+01  3.0410e+00  1.3022e+02  1.0000e+00
 2.7817e+00  4.5039e+00  2.6157e+00 -1.5563e+00  8.9142e-01 -4.2002e-01  1.8421e+00  1.0000e+00
-2.5065e-01  1.7647e+00  1.0163e-01 -3.8245e+00 -3.3061e+00  1.7096e+00  5.3367e+00  1.0000e+00
-4.5977e-01  3.1788e+00  1.0949e+00  3.3347e+00 -7.3693e+00  9.1707e-01  8.1405e+00  1.0000e+00
 6.4359e+00  2.0881e+00 -6.7364e-01  3.4727e+00  2.6216e+00  7.1436e-01  4.4094e+00  1.0000e+00
 1.8335e+00 -1.1656e+00  3.4087e-01 -1.4253e+00  3.0095e+00 -1.1210e+00  3.5136e+00  1.0000e+00
-9.4908e+00 -1.6605e+00 -7.1379e+00 -9.3863e+00 -8.7093e-01 -6.8605e+00  1.1659e+01  1.0000e+00
 1.7819e+01 -1.8646e+01 -2.1399e+01  2.0963e+01 -2.2017e+01 -2.5423e+01  3.9630e+01  1.0000e+00
-2.0715e-01  2.1347e+00  3.2429e-01 -2.8577e+00  1.1134e+01 -3.5917e-01  1.1500e+01  1.0000e+00
-2.7966e-01  8.9162e-01  3.8314e-01  1.5524e+00 -1.3713e+01  5.6572e+00  1.4916e+01  1.0000e+00
 6.1964e+01  5.0209e+01 -2.1692e+01  7.3441e+01  5.8889e+01 -2.5204e+01  9.7451e+01  1.0000e+00
-1.0133e-01  1.4036e+00  6.0883e-01  1.0961e+01  8.3693e+00 -1.1495e+01  1.7953e+01  1.0000e+00
 9.0501e-02  2.3848e+00  4.3791e-01  2.3326e+00 -8.0822e+00  1.2243e+00  8.5007e+00  1.0000e+00
-5.3617e+00 -6.8018e+00  1.0383e+01 -8.0397e+00 -1.1451e+01  1.5626e+01  2.0974e+01  1.0000e+00
-1.3376e+01  2.5396e+01 -2.5585e+01 -1.5903e+01  3.0447e+01 -3.0422e+01  4.5885e+01  1.0000e+00
-9.5505e-01  2.8600e+01 -1.2643e+01 -1.2376e+00  3.3670e+01 -1.4796e+01  3.6799e+01  1.0000e+00
-6.9079e+00  4.1277e+00 -1.0205e+01 -7.7609e+00  5.2884e+00 -9.7169e+00  1.3514e+01  1.0000e+00
 8.9566e+00 -2.2348e+01  4.2221e+00  9.9890e+00 -2.6148e+01  4.7380e+00  2.8389e+01  1.0000e+00
 6.0898e+01 -1.5954e+01 -5.8754e+01  7.5256e+01 -1.9839e+01 -7.2627e+01  1.0645e+02  1.0000e+00
 1.7597e+00 -3.5036e+01 -4.6207e+01  2.1726e+00 -4.2131e+01 -5.5558e+01  6.9760e+01  1.0000e+00
 2.0065e-01  1.5958e+00 -2.9485e-02  5.4870e+00  3.0854e+00 -4.0521e+00  7.4864e+00  1.0000e+00
-3.7706e-01  9.8902e-01  4.8291e-01  9.6276e+00 -5.0055e+00 -5.1596e+00  1.2015e+01  1.0000e+00
-6.0360e-01  1.0461e+00  5.7721e-01 -5.3498e+00 -1.8412e+00  1.1654e+01  1.2955e+01  1.0000e+00
 1.7458e-01  1.2106e+00  3.8373e-01  5.3286e+00 -8.7150e-01  1.3514e+01  1.4552e+01  1.0000e+00
-5.3359e-02  8.2641e-01  4.0860e-01 -1.0812e+01  1.1837e+00 -7.3615e-01  1.0902e+01  1.0000e+00
-2.4904e-01  1.4048e+00 -1.1112e-01  6.2711e+00 -1.0938e+01 -6.3575e+00  1.4120e+01  1.0000e+00
 3.0587e-01  1.9024e+00  8.3993e-01  3.0158e+00 -3.5887e-01 -5.1714e+00  5.9973e+00  1.0000e+00
-1.1150e+00  8.6857e-01  1.0676e+00 -1.7769e+01  1.4326e+00  7.1522e+00  1.9207e+01  1.0000e+00
-2.4031e+01  4.6039e+01 -5.7757e+01 -2.8528e+01  5.4672e+01 -6.7946e+01  9.1758e+01  1.0000e+00
-4.6381e-01  8.3530e-01  5.3296e-01 -2.1853e+00  7.3052e+00 -1.9782e+01  2.1200e+01  1.0000e+00
 1.7092e+01 -3.7522e+00  1.4404e+01  1.9362e+01 -4.0644e+00  1.6414e+01  2.5706e+01  1.0000e+00
 8.7376e+00  8.2277e+00  1.3478e+00  7.7903e+00  7.7844e+00  2.0260e+00  1.1198e+01  1.0000e+00
 2.6200e+00  1.2046e+00 -9.3341e-01 -5.1230e+00  1.1902e+00  1.4390e-01  5.2614e+00  1.0000e+00
 1.2317e-01  1.4504e+00  1.6536e-01  2.5386e+00  2.0247e+01  6.7071e+00  2.1480e+01  1.0000e+00
 3.5457e+00 -1.0224e+01  3.3342e+01  4.3056e+00 -1.1971e+01  3.9514e+01  4.1511e+01  1.0000e+00
 3.2379e+01  1.5611e+01  2.5838e+00  3.8694e+01  1.8510e+01  3.1346e+00  4.3008e+01  1.0000e+00
 2.3553e+00 -2.0474e+01  3.4389e+00  3.2364e+00 -2.3459e+01  4.1417e+00  2.4041e+01  1.0000e+00
-3.0214e-01  1.2043e+00  4.2984e-01  2.4762e+01  1.4692e+00 -5.2378e+00  2.5353e+01  1.0000e+00
 1.9117e+00  3.6685e-01  7.2855e-01 -7.2779e+00  9.1558e+00  2.7569e+00  1.2017e+01  1.0000e+00
 1.3630e+01 -5.2733e+00  6.2847e+00  1.4146e+01 -5.3750e+00  6.9949e+00  1.6671e+01  1.0000e+00
-4.9219e-01  1.6863e+00  3.6061e-01  6.6734e+00 -7.8550e+00 -1.6383e+00  1.0436e+01  1.0000e+00
 8.0382e-01  1.1734e+00  3.9944e-02  6.6676e+00  2.2582e+00  7.2383e-01  7.0768e+00  1.0000e+00
-1.7877e-01  1.0559e+00  2.1027e-01 -1.4837e+00 -7.7050e+00  1.3910e+00  7.9689e+00  1.0000e+00
-3.8189e+00 -5.9631e+00  6.1503e+00 -2.9715e+00 -4.3764e+00  5.0470e+00  7.3113e+00  1.0000e+00
 6.2164e-01  3.1915e-01 -1.1027e+00  6.3798e+00 -3.2701e+00 -1.0847e+01  1.3002e+01  1.0000e+00
 5.0480e-01  6.4776e+00  6.5261e+00  2.1582e+00  1.2955e+01  1.3893e+01  1.9119e+01  1.0000e+00
-9.1299e-02  7.7258e-01  8.1469e-01  4.7876e+00  9.4715e-01  5.9648e+00  7.7069e+00  1.0000e+00
-9.5503e-02  1.2031e+00  3.4995e-01 -3.8514e+00 -2.6948e+00  7.7145e+00  9.0338e+00  1.0000e+00
 2.4212e-01  5.9510e-01  1.0226e+00  1.6629e+00 -1.3362e+00  9.1130e+00  9.3593e+00  1.0000e+00
